Ensembl Gene ID	Associated Gene Name	Gene Biotype
ENSMUSG00000088331	Gm22846	misc_RNA
ENSMUSG00000094971	Gm25255	miRNA
ENSMUSG00000077095	Gm24342	miRNA
ENSMUSG00000096583	Mir669a-1	miRNA
ENSMUSG00000077557	Gm23706	snoRNA
ENSMUSG00000093125	Gm24365	miRNA
ENSMUSG00000098862	mmu-mir-6378	miRNA
ENSMUSG00000077201	Gm25614	snoRNA
ENSMUSG00000095491	Gm24088	snoRNA
ENSMUSG00000092639	Mir3964	miRNA
ENSMUSG00000084710	Gm24628	misc_RNA
ENSMUSG00000088870	Gm25866	snoRNA
ENSMUSG00000080486	Snord100	snoRNA
ENSMUSG00000065684	Gm23733	snRNA
ENSMUSG00000065937	Gm25627	snRNA
ENSMUSG00000088435	Gm25383	snoRNA
ENSMUSG00000098709	Mico1	misc_RNA
ENSMUSG00000084487	Gm23787	snoRNA
ENSMUSG00000094407	Gm23141	snoRNA
ENSMUSG00000089065	Gm24363	misc_RNA
ENSMUSG00000065454	Mir124a-3	miRNA
ENSMUSG00000098460	mmu-mir-6970	miRNA
ENSMUSG00000088323	Gm25663	snoRNA
ENSMUSG00000088001	Gm22883	snRNA
ENSMUSG00000077166	Gm24120	snoRNA
ENSMUSG00000077258	Gm26082	snoRNA
ENSMUSG00000098328	SMAD5-AS1_4	misc_RNA
ENSMUSG00000098944	mmu-mir-8120	miRNA
ENSMUSG00000099183	AC121538.1	miRNA
ENSMUSG00000095027	Gm24017	miRNA
ENSMUSG00000065127	Gm26127	snRNA
ENSMUSG00000099192	uc_338	misc_RNA
ENSMUSG00000096371	Gm22367	snoRNA
ENSMUSG00000092917	Mir3472	miRNA
ENSMUSG00000099321	mmu-mir-6404	miRNA
ENSMUSG00000087903	Gm22039	snoRNA
ENSMUSG00000088167	Gm23535	snRNA
ENSMUSG00000065040	Gm24977	snRNA
ENSMUSG00000065629	Gm24826	snoRNA
ENSMUSG00000065074	Gm24535	snRNA
ENSMUSG00000098973	mmu-mir-6236	miRNA
ENSMUSG00000077397	Gm24341	snoRNA
ENSMUSG00000087965	Gm25389	misc_RNA
ENSMUSG00000095205	Snord93	snoRNA
ENSMUSG00000095479	Gm25074	snoRNA
ENSMUSG00000092988	Mir3093	miRNA
ENSMUSG00000070130	Mir328	miRNA
ENSMUSG00000094609	Gm25870	snoRNA
ENSMUSG00000095878	Gm23045	miRNA
ENSMUSG00000093223	Gm25752	miRNA
ENSMUSG00000096866	Gm22260	snRNA
ENSMUSG00000065747	Gm25006	snRNA
ENSMUSG00000088898	Gm22515	misc_RNA
ENSMUSG00000088177	Gm23098	misc_RNA
ENSMUSG00000089351	Gm25486	snRNA
ENSMUSG00000093218	Gm25252	miRNA
ENSMUSG00000087815	Gm22491	snRNA
ENSMUSG00000087922	Gm23229	snRNA
ENSMUSG00000089074	Gm23817	snRNA
ENSMUSG00000088630	Gm22312	snoRNA
ENSMUSG00000093065	Gm23154	miRNA
ENSMUSG00000064427	Gm22748	snoRNA
ENSMUSG00000094128	Gm23943	miRNA
ENSMUSG00000087817	Gm22492	misc_RNA
ENSMUSG00000084622	Gm25545	misc_RNA
ENSMUSG00000096057	Gm25944	snoRNA
ENSMUSG00000076372	Mir568	miRNA
ENSMUSG00000093291	Gm25400	miRNA
ENSMUSG00000095458	Gm26223	snoRNA
ENSMUSG00000065094	Snord1a	snoRNA
ENSMUSG00000089130	Gm24770	snoRNA
ENSMUSG00000089341	Gm22668	misc_RNA
ENSMUSG00000089051	Gm23354	snRNA
ENSMUSG00000093029	Gm25306	miRNA
ENSMUSG00000093348	Mir3101	miRNA
ENSMUSG00000065429	Mir345	miRNA
ENSMUSG00000087744	Gm25149	miRNA
ENSMUSG00000084731	Gm25806	snRNA
ENSMUSG00000064714	n-R5s62	rRNA
ENSMUSG00000098560	AC124170.1	miRNA
ENSMUSG00000092794	Mir3110	miRNA
ENSMUSG00000077459	Gm25919	snoRNA
ENSMUSG00000098911	AC166333.1	miRNA
ENSMUSG00000093279	Gm26238	miRNA
ENSMUSG00000088094	Gm23670	snoRNA
ENSMUSG00000065486	Mir450-1	miRNA
ENSMUSG00000096098	Mir713	miRNA
ENSMUSG00000080671	Gm23335	miRNA
ENSMUSG00000088031	Gm24990	misc_RNA
ENSMUSG00000099215	AC158354.1	miRNA
ENSMUSG00000070140	Mir483	miRNA
ENSMUSG00000077292	Gm25408	snoRNA
ENSMUSG00000065749	AF357428	snoRNA
ENSMUSG00000098312	uc_338	misc_RNA
ENSMUSG00000094301	Gm24925	snRNA
ENSMUSG00000065297	Gm26123	snoRNA
ENSMUSG00000065309	Gm23244	snRNA
ENSMUSG00000077433	Gm22593	snRNA
ENSMUSG00000096264	Gm23108	miRNA
ENSMUSG00000089286	Gm24277	snRNA
ENSMUSG00000089039	Gm22165	snRNA
ENSMUSG00000094608	Gm25871	miRNA
ENSMUSG00000092812	Gm23634	miRNA
ENSMUSG00000088366	Gm23496	misc_RNA
ENSMUSG00000098585	AL672071.1	miRNA
ENSMUSG00000089471	Gm25367	snRNA
ENSMUSG00000094665	Gm24873	snRNA
ENSMUSG00000099005	mmu-mir-6398	miRNA
ENSMUSG00000077696	n-R5s172	rRNA
ENSMUSG00000087780	Gm23167	snRNA
ENSMUSG00000088494	Gm24399	snRNA
ENSMUSG00000096689	Gm25987	snRNA
ENSMUSG00000089092	Gm25654	snRNA
ENSMUSG00000089218	Gm23384	snRNA
ENSMUSG00000080522	Gm23881	miRNA
ENSMUSG00000065803	Gm23040	snRNA
ENSMUSG00000077481	Gm25272	snoRNA
ENSMUSG00000093031	Gm22662	misc_RNA
ENSMUSG00000098663	mmu-mir-6958	miRNA
ENSMUSG00000065413	Mir367	miRNA
ENSMUSG00000065450	Mir448	miRNA
ENSMUSG00000064829	Gm22879	snoRNA
ENSMUSG00000094641	Gm23694	miRNA
ENSMUSG00000099036	mmu-mir-378c	miRNA
ENSMUSG00000088039	Gm24994	snoRNA
ENSMUSG00000088577	Gm25456	snoRNA
ENSMUSG00000087855	Mir432	miRNA
ENSMUSG00000065651	Gm25973	snoRNA
ENSMUSG00000076398	Mir676	miRNA
ENSMUSG00000088484	Gm23592	snoRNA
ENSMUSG00000077563	Snora68	snoRNA
ENSMUSG00000094812	Gm22614	snRNA
ENSMUSG00000093178	Snord87	snoRNA
ENSMUSG00000077419	Gm23744	snRNA
ENSMUSG00000095739	Gm25314	snoRNA
ENSMUSG00000088678	Gm23666	snoRNA
ENSMUSG00000099308	mmu-mir-6367	miRNA
ENSMUSG00000099071	mmu-mir-8095	miRNA
ENSMUSG00000077648	Gm24988	snoRNA
ENSMUSG00000077381	Gm22660	snoRNA
ENSMUSG00000077127	Mir743	miRNA
ENSMUSG00000089219	Mir1963	miRNA
ENSMUSG00000088402	Gm25887	snRNA
ENSMUSG00000084737	Gm25805	snRNA
ENSMUSG00000088418	Gm26162	snoRNA
ENSMUSG00000077422	Gm24281	snoRNA
ENSMUSG00000094572	Gm23550	miRNA
ENSMUSG00000095097	Gm23658	snoRNA
ENSMUSG00000089311	Gm23180	snoRNA
ENSMUSG00000065087	Snord22	snoRNA
ENSMUSG00000092909	Gm25732	miRNA
ENSMUSG00000088009	Gm24774	snoRNA
ENSMUSG00000095183	n-R5s138	rRNA
ENSMUSG00000087841	Gm25623	snRNA
ENSMUSG00000098978	DAOA-AS1_2	misc_RNA
ENSMUSG00000095094	Gm23659	miRNA
ENSMUSG00000095009	Gm25175	snoRNA
ENSMUSG00000088675	Rprl1	misc_RNA
ENSMUSG00000065030	n-R5s160	rRNA
ENSMUSG00000088304	Gm24504	snRNA
ENSMUSG00000093046	Mir3081	miRNA
ENSMUSG00000098785	mmu-mir-6395	miRNA
ENSMUSG00000087854	Gm22790	rRNA
ENSMUSG00000065708	Gm22826	snRNA
ENSMUSG00000098395	MIAT_exon5_3	misc_RNA
ENSMUSG00000094265	n-R5s109	rRNA
ENSMUSG00000077921	Mir872	miRNA
ENSMUSG00000095983	Gm23051	miRNA
ENSMUSG00000089194	Gm25769	snoRNA
ENSMUSG00000095684	Gm23282	miRNA
ENSMUSG00000065620	Gm24764	snRNA
ENSMUSG00000095712	Gm26465	snRNA
ENSMUSG00000080536	Gm25539	snoRNA
ENSMUSG00000093011	Mir100	miRNA
ENSMUSG00000096863	Gm22259	snRNA
ENSMUSG00000084531	Gm25843	misc_RNA
ENSMUSG00000098783	mmu-mir-7050	miRNA
ENSMUSG00000092958	Mir5128	miRNA
ENSMUSG00000096303	Gm25211	snRNA
ENSMUSG00000088702	Gm25556	snRNA
ENSMUSG00000084447	Gm26251	snoRNA
ENSMUSG00000092966	Gm22240	miRNA
ENSMUSG00000084468	Gm22955	miRNA
ENSMUSG00000064663	Gm24859	snRNA
ENSMUSG00000064380	Gm26448	snoRNA
ENSMUSG00000084535	Mir1906-1	miRNA
ENSMUSG00000098652	AC119853.1	miRNA
ENSMUSG00000077745	Gm26342	snoRNA
ENSMUSG00000094599	Gm24742	snoRNA
ENSMUSG00000087880	Gm23605	snoRNA
ENSMUSG00000096219	n-R5s93	rRNA
ENSMUSG00000096480	Gm23976	miRNA
ENSMUSG00000089197	Gm25767	snoRNA
ENSMUSG00000095998	Gm24701	snRNA
ENSMUSG00000089157	Gm22425	snoRNA
ENSMUSG00000065399	Mir133a-1	miRNA
ENSMUSG00000065362	Gm24411	snoRNA
ENSMUSG00000077569	Gm24608	snoRNA
ENSMUSG00000095165	Gm25547	snRNA
ENSMUSG00000087870	Gm26100	snoRNA
ENSMUSG00000088986	Gm25603	miRNA
ENSMUSG00000096817	Gm25084	miRNA
ENSMUSG00000089320	Gm25976	snoRNA
ENSMUSG00000099042	mmu-mir-7066	miRNA
ENSMUSG00000098338	mmu-mir-6941	miRNA
ENSMUSG00000098451	mmu-mir-6952	miRNA
ENSMUSG00000065714	Gm25652	snRNA
ENSMUSG00000095146	Gm24387	miRNA
ENSMUSG00000088843	Gm26357	snRNA
ENSMUSG00000098251	mmu-mir-7656	miRNA
ENSMUSG00000093073	Mir124a-2	miRNA
ENSMUSG00000092793	Mir466m	miRNA
ENSMUSG00000080476	Gm25316	miRNA
ENSMUSG00000075726	Gm23254	snoRNA
ENSMUSG00000098881	mmu-mir-6927	miRNA
ENSMUSG00000076271	Mir697	miRNA
ENSMUSG00000098675	mmu-mir-6364	miRNA
ENSMUSG00000076983	Gm24114	miRNA
ENSMUSG00000076355	Gm23526	miRNA
ENSMUSG00000077784	Gm23911	snoRNA
ENSMUSG00000065617	Mir323	miRNA
ENSMUSG00000077641	Gm24987	snoRNA
ENSMUSG00000088940	Gm24930	misc_RNA
ENSMUSG00000093224	Gm25750	miRNA
ENSMUSG00000089163	U6	snRNA
ENSMUSG00000098527	mmu-mir-6961	miRNA
ENSMUSG00000088422	Gm22553	misc_RNA
ENSMUSG00000089275	Gm24548	snoRNA
ENSMUSG00000064549	Gm22977	snRNA
ENSMUSG00000077462	Gm26417	snoRNA
ENSMUSG00000084686	Gm22027	snoRNA
ENSMUSG00000096328	Gm26337	snoRNA
ENSMUSG00000077409	Gm25416	snRNA
ENSMUSG00000088878	Gm25868	snoRNA
ENSMUSG00000087957	Gm22560	rRNA
ENSMUSG00000070107	Mir489	miRNA
ENSMUSG00000089393	Gm23022	snRNA
ENSMUSG00000098879	mmu-mir-7675	miRNA
ENSMUSG00000096406	Rn5s	rRNA
ENSMUSG00000065500	Mir10b	miRNA
ENSMUSG00000084462	n-R5s154	rRNA
ENSMUSG00000089322	Gm25977	snoRNA
ENSMUSG00000089136	Gm24922	snRNA
ENSMUSG00000095506	Gm22448	snRNA
ENSMUSG00000075968	Gm25089	snoRNA
ENSMUSG00000084417	Gm23463	snRNA
ENSMUSG00000096814	Gm25085	snoRNA
ENSMUSG00000095714	Gm26467	snoRNA
ENSMUSG00000065409	Mir30e	miRNA
ENSMUSG00000098805	DLG2-AS1_2	misc_RNA
ENSMUSG00000098266	AL590625.1	miRNA
ENSMUSG00000065640	Snord1c	snoRNA
ENSMUSG00000087939	Gm23676	snRNA
ENSMUSG00000077171	Gm25761	snoRNA
ENSMUSG00000098467	AL593857.1	miRNA
ENSMUSG00000094516	Gm24568	snoRNA
ENSMUSG00000098828	Six3os1_4	misc_RNA
ENSMUSG00000089088	Gm24001	miRNA
ENSMUSG00000087908	Gm22034	snoRNA
ENSMUSG00000093249	Gm24576	misc_RNA
ENSMUSG00000077413	Gm23389	snoRNA
ENSMUSG00000092776	Gm26195	miRNA
ENSMUSG00000093138	Gm25998	miRNA
ENSMUSG00000064721	Gm25855	snoRNA
ENSMUSG00000093831	Gm23144	snRNA
ENSMUSG00000092847	Mir344d-1	miRNA
ENSMUSG00000097499	AC217111.1	miRNA
ENSMUSG00000088689	Scarna17	snoRNA
ENSMUSG00000094247	Gm23968	miRNA
ENSMUSG00000077111	Mir18b	miRNA
ENSMUSG00000092825	Gm23164	miRNA
ENSMUSG00000076180	Gm24938	miRNA
ENSMUSG00000098281	AC123611.1	miRNA
ENSMUSG00000065451	Mir101a	miRNA
ENSMUSG00000098353	mmu-mir-7057	miRNA
ENSMUSG00000064737	Gm23056	snRNA
ENSMUSG00000094538	Gm25741	snoRNA
ENSMUSG00000088201	Gm23754	snRNA
ENSMUSG00000088155	Gm26349	snoRNA
ENSMUSG00000093274	Gm26235	miRNA
ENSMUSG00000084461	Gm22958	snRNA
ENSMUSG00000099283	mmu-mir-6912	miRNA
ENSMUSG00000093864	Gm22633	snRNA
ENSMUSG00000099259	mmu-mir-6922	miRNA
ENSMUSG00000095016	Gm26285	snRNA
ENSMUSG00000065029	Gm25199	snRNA
ENSMUSG00000064726	Gm25854	snoRNA
ENSMUSG00000094129	Gm23944	snoRNA
ENSMUSG00000084740	Gm25294	snRNA
ENSMUSG00000094327	Gm26398	miRNA
ENSMUSG00000077236	Gm22439	snoRNA
ENSMUSG00000077841	Gm22230	miRNA
ENSMUSG00000094403	Mir692-2a	miRNA
ENSMUSG00000064412	Gm22246	snRNA
ENSMUSG00000065899	Gm24523	snoRNA
ENSMUSG00000088950	Gm24939	rRNA
ENSMUSG00000065192	Gm23460	snRNA
ENSMUSG00000065344	Gm25581	snRNA
ENSMUSG00000077456	Gm22927	snoRNA
ENSMUSG00000094178	n-R5s118	rRNA
ENSMUSG00000076253	Mir680-3	miRNA
ENSMUSG00000088796	Gm22536	snoRNA
ENSMUSG00000076941	Gm22065	miRNA
ENSMUSG00000070104	Mir471	miRNA
ENSMUSG00000093932	Gm25525	snRNA
ENSMUSG00000064565	Gm24145	snRNA
ENSMUSG00000089265	Gm22888	snoRNA
ENSMUSG00000096804	Gm23411	snRNA
ENSMUSG00000089087	Gm24006	snoRNA
ENSMUSG00000088981	Gm25601	snRNA
ENSMUSG00000089621	Gm25445	misc_RNA
ENSMUSG00000088970	Gm23763	snRNA
ENSMUSG00000080645	Mir1198	miRNA
ENSMUSG00000084520	U2	snRNA
ENSMUSG00000089481	Gm24738	rRNA
ENSMUSG00000089272	Gm24549	snoRNA
ENSMUSG00000064802	Gm24036	snRNA
ENSMUSG00000088773	Gm26041	rRNA
ENSMUSG00000065126	Snord104	snoRNA
ENSMUSG00000099141	mmu-mir-6352	miRNA
ENSMUSG00000087747	Gm25151	snoRNA
ENSMUSG00000089375	Snord107	snoRNA
ENSMUSG00000088621	Gm23033	snoRNA
ENSMUSG00000094312	Gm23242	snRNA
ENSMUSG00000088329	Gm25661	misc_RNA
ENSMUSG00000089491	Gm26363	snoRNA
ENSMUSG00000065721	Gm26168	misc_RNA
ENSMUSG00000064648	Gm23303	snRNA
ENSMUSG00000077485	Gm25275	snoRNA
ENSMUSG00000077567	Gm23200	snoRNA
ENSMUSG00000064936	Gm23722	snoRNA
ENSMUSG00000080390	Gm23784	miRNA
ENSMUSG00000077160	Gm24118	snoRNA
ENSMUSG00000084602	n-R5s34	rRNA
ENSMUSG00000092896	Gm23811	miRNA
ENSMUSG00000088068	Gm24474	snRNA
ENSMUSG00000077059	Gm24541	miRNA
ENSMUSG00000088693	Gm22330	snoRNA
ENSMUSG00000065936	Gm25628	snRNA
ENSMUSG00000088105	Gm22379	snoRNA
ENSMUSG00000070129	Mir136	miRNA
ENSMUSG00000084620	Gm25103	misc_RNA
ENSMUSG00000077527	Gm25506	snoRNA
ENSMUSG00000076037	Gm22752	miRNA
ENSMUSG00000080592	Gm22030	miRNA
ENSMUSG00000065673	Gm24258	snoRNA
ENSMUSG00000064900	Gm25402	snoRNA
ENSMUSG00000089139	Mir1964	miRNA
ENSMUSG00000080468	Mir1195	miRNA
ENSMUSG00000095971	Gm26436	snoRNA
ENSMUSG00000099200	mmu-mir-7019	miRNA
ENSMUSG00000095671	Gm25098	snoRNA
ENSMUSG00000088004	Gm24786	rRNA
ENSMUSG00000089376	Gm22136	misc_RNA
ENSMUSG00000093153	Gm25033	miRNA
ENSMUSG00000065802	Gm23041	snRNA
ENSMUSG00000077735	Gm24556	snoRNA
ENSMUSG00000064487	Gm23736	snoRNA
ENSMUSG00000088096	Gm23672	snRNA
ENSMUSG00000089207	Gm26213	rRNA
ENSMUSG00000098622	AC113989.1	miRNA
ENSMUSG00000088782	Gm25375	snoRNA
ENSMUSG00000077707	Gm24070	snoRNA
ENSMUSG00000098676	mmu-mir-6359	miRNA
ENSMUSG00000095892	Rnu5g	snRNA
ENSMUSG00000089301	Gm24841	misc_RNA
ENSMUSG00000093245	Mir677	snoRNA
ENSMUSG00000096547	Gm25235	snRNA
ENSMUSG00000098327	mmu-mir-7087	miRNA
ENSMUSG00000094547	Mir669a-5	miRNA
ENSMUSG00000099309	mmu-mir-7085	miRNA
ENSMUSG00000094988	Gm23728	miRNA
ENSMUSG00000065718	Gm25650	snRNA
ENSMUSG00000092704	Gm24512	snRNA
ENSMUSG00000098694	AC122290.1	miRNA
ENSMUSG00000077392	Gm24337	snoRNA
ENSMUSG00000093746	Gm24421	miRNA
ENSMUSG00000088641	Gm26483	miRNA
ENSMUSG00000095214	Gm25232	snoRNA
ENSMUSG00000076994	Mir466b-3	miRNA
ENSMUSG00000064801	Gm24035	snRNA
ENSMUSG00000093508	Gm22041	miRNA
ENSMUSG00000088563	Gm23779	snRNA
ENSMUSG00000096829	Gm23771	miRNA
ENSMUSG00000065578	Mir181b-2	miRNA
ENSMUSG00000088535	Gm24997	snRNA
ENSMUSG00000088164	Gm23534	snoRNA
ENSMUSG00000064831	Gm25698	snRNA
ENSMUSG00000099227	mmu-mir-8114	miRNA
ENSMUSG00000089406	Mir2136	miRNA
ENSMUSG00000093992	Gm26427	snRNA
ENSMUSG00000088731	Gm23893	snoRNA
ENSMUSG00000093261	Gm23416	miRNA
ENSMUSG00000098388	mmu-mir-8109	miRNA
ENSMUSG00000099134	mmu-mir-7018	miRNA
ENSMUSG00000098974	NEAT1_2	misc_RNA
ENSMUSG00000080516	Gm22197	miRNA
ENSMUSG00000080529	Gm23882	miRNA
ENSMUSG00000088000	Gm25493	snRNA
ENSMUSG00000076958	Gm24935	miRNA
ENSMUSG00000088955	Gm24944	snoRNA
ENSMUSG00000096430	Gm22130	snoRNA
ENSMUSG00000095842	Gm24302	miRNA
ENSMUSG00000099093	mmu-mir-7000	miRNA
ENSMUSG00000064823	Snord82	snoRNA
ENSMUSG00000064455	n-R5s56	rRNA
ENSMUSG00000088550	Gm22099	snoRNA
ENSMUSG00000094581	Gm26365	snoRNA
ENSMUSG00000077316	n-R5s171	rRNA
ENSMUSG00000094688	Mir467a-7	miRNA
ENSMUSG00000093133	Gm25994	miRNA
ENSMUSG00000095006	Mir465c-2	miRNA
ENSMUSG00000088058	Gm26153	snoRNA
ENSMUSG00000089148	Gm23408	misc_RNA
ENSMUSG00000088993	Gm22770	snRNA
ENSMUSG00000077981	Mir466f-3	miRNA
ENSMUSG00000088481	Gm23644	snoRNA
ENSMUSG00000077627	Gm23835	snoRNA
ENSMUSG00000077836	Gm26052	miRNA
ENSMUSG00000096222	Gm25412	snRNA
ENSMUSG00000098368	5S_rRNA	rRNA
ENSMUSG00000076218	Mir692-1	miRNA
ENSMUSG00000064742	Gm24705	snRNA
ENSMUSG00000094760	n-R5s139	rRNA
ENSMUSG00000065016	Snora3	snoRNA
ENSMUSG00000077336	Gm23011	snoRNA
ENSMUSG00000064602	Snora41	snoRNA
ENSMUSG00000098995	AL603745.1	miRNA
ENSMUSG00000087829	Gm22277	misc_RNA
ENSMUSG00000088658	Gm24846	snRNA
ENSMUSG00000098323	Six3os1_5	misc_RNA
ENSMUSG00000064596	Gm22298	snoRNA
ENSMUSG00000098877	5S_rRNA	rRNA
ENSMUSG00000089282	Gm26024	misc_RNA
ENSMUSG00000098379	mmu-mir-6347	miRNA
ENSMUSG00000080440	Gm25848	snoRNA
ENSMUSG00000084591	Gm22344	misc_RNA
ENSMUSG00000089071	Gm24499	snRNA
ENSMUSG00000098582	mmu-mir-7080	miRNA
ENSMUSG00000098593	mmu-mir-7064	miRNA
ENSMUSG00000077612	Gm25498	snoRNA
ENSMUSG00000095121	Gm23216	snRNA
ENSMUSG00000065443	Mir196b	miRNA
ENSMUSG00000093005	Gm24159	miRNA
ENSMUSG00000076327	Gm26338	miRNA
ENSMUSG00000095796	Gm26297	snoRNA
ENSMUSG00000095305	Gm23790	snRNA
ENSMUSG00000077265	Gm24430	snRNA
ENSMUSG00000087799	Gm25961	rRNA
ENSMUSG00000088521	Gm26088	snoRNA
ENSMUSG00000093281	Gm22565	miRNA
ENSMUSG00000065898	Gm24522	snRNA
ENSMUSG00000088515	Gm23043	snoRNA
ENSMUSG00000088959	Gm24947	snRNA
ENSMUSG00000088099	Gm23673	misc_RNA
ENSMUSG00000098261	U7	snRNA
ENSMUSG00000080594	Mir669h	miRNA
ENSMUSG00000084744	Gm25291	snoRNA
ENSMUSG00000064496	DQ267101	snoRNA
ENSMUSG00000093886	Gm23158	miRNA
ENSMUSG00000065557	Mirlet7c-1	miRNA
ENSMUSG00000088942	Gm23260	snRNA
ENSMUSG00000098267	mmu-mir-7060	miRNA
ENSMUSG00000076227	Gm25593	miRNA
ENSMUSG00000088160	Gm23538	snRNA
ENSMUSG00000077996	Mir190b	miRNA
ENSMUSG00000088449	Gm23559	snRNA
ENSMUSG00000077243	Gm23270	snoRNA
ENSMUSG00000098569	mmu-mir-7020	miRNA
ENSMUSG00000088644	Gm26485	snRNA
ENSMUSG00000065086	Gm26495	snoRNA
ENSMUSG00000096402	Gm23816	snoRNA
ENSMUSG00000089134	Gm24767	miRNA
ENSMUSG00000064748	n-R5s28	rRNA
ENSMUSG00000097647	7SK	misc_RNA
ENSMUSG00000089293	Gm23210	snRNA
ENSMUSG00000089389	Gm24682	snoRNA
ENSMUSG00000088229	Gm22604	misc_RNA
ENSMUSG00000089297	Gm24634	snoRNA
ENSMUSG00000088646	Gm26486	rRNA
ENSMUSG00000077575	Gm24888	snoRNA
ENSMUSG00000064399	Gm23629	snRNA
ENSMUSG00000089178	Gm22429	snoRNA
ENSMUSG00000089401	Gm24880	rRNA
ENSMUSG00000093243	Gm24575	miRNA
ENSMUSG00000089061	Gm22839	misc_RNA
ENSMUSG00000093529	Gm25397	miRNA
ENSMUSG00000065490	Mir30c-1	miRNA
ENSMUSG00000088465	Gm24745	snoRNA
ENSMUSG00000088131	Gm22897	snoRNA
ENSMUSG00000088763	Gm24391	snRNA
ENSMUSG00000088015	Mir1932	miRNA
ENSMUSG00000064706	Gm22508	misc_RNA
ENSMUSG00000089556	Gm24175	snoRNA
ENSMUSG00000088333	Gm22848	snRNA
ENSMUSG00000089214	Mir1931	miRNA
ENSMUSG00000093970	Gm23358	miRNA
ENSMUSG00000099081	TUG1_4	misc_RNA
ENSMUSG00000088067	Gm24480	snRNA
ENSMUSG00000064393	Gm23627	snRNA
ENSMUSG00000088444	Gm22187	snoRNA
ENSMUSG00000096181	Gm23307	snRNA
ENSMUSG00000077309	n-R5s8	rRNA
ENSMUSG00000092753	Gm26400	rRNA
ENSMUSG00000084480	n-R5s155	rRNA
ENSMUSG00000089185	Gm22940	snRNA
ENSMUSG00000088103	Gm23993	snoRNA
ENSMUSG00000084694	Gm24893	misc_RNA
ENSMUSG00000098849	CR556706.1	miRNA
ENSMUSG00000099159	Six3os1_2	misc_RNA
ENSMUSG00000064392	Gm23626	snoRNA
ENSMUSG00000065159	Gm25482	snRNA
ENSMUSG00000065892	Gm24521	snRNA
ENSMUSG00000098819	AC131701.1	miRNA
ENSMUSG00000089544	Gm25837	miRNA
ENSMUSG00000095678	Gm25101	snRNA
ENSMUSG00000089155	Gm23582	snoRNA
ENSMUSG00000087842	Gm25622	snRNA
ENSMUSG00000077222	Gm22270	snoRNA
ENSMUSG00000084673	n-R5s191	rRNA
ENSMUSG00000065905	Gm26110	snRNA
ENSMUSG00000080556	Mir467g	miRNA
ENSMUSG00000099235	MIAT_exon5_2	misc_RNA
ENSMUSG00000088721	Gm22212	snRNA
ENSMUSG00000088116	Gm24063	miRNA
ENSMUSG00000076313	Mir665	miRNA
ENSMUSG00000095284	Gm22550	snRNA
ENSMUSG00000077082	Gm23766	miRNA
ENSMUSG00000088017	Gm23829	misc_RNA
ENSMUSG00000076288	Mir301b	miRNA
ENSMUSG00000092653	Gm25243	miRNA
ENSMUSG00000077399	Gm24335	snoRNA
ENSMUSG00000089292	Gm23209	snRNA
ENSMUSG00000089497	Gm26360	snRNA
ENSMUSG00000088073	Gm22817	misc_RNA
ENSMUSG00000080613	Gm22151	miRNA
ENSMUSG00000093498	Gm23367	miRNA
ENSMUSG00000098829	mmu-mir-6354	miRNA
ENSMUSG00000088237	Gm25424	snRNA
ENSMUSG00000077744	Gm26343	snoRNA
ENSMUSG00000098736	FMR1-AS1_2	misc_RNA
ENSMUSG00000093946	Gm22832	rRNA
ENSMUSG00000064591	Gm22302	snRNA
ENSMUSG00000096346	Gm22887	snRNA
ENSMUSG00000088070	Gm22819	misc_RNA
ENSMUSG00000098540	mmu-mir-7059	miRNA
ENSMUSG00000064550	Gm24623	snRNA
ENSMUSG00000088098	Gm23674	snoRNA
ENSMUSG00000088302	Gm22168	misc_RNA
ENSMUSG00000088929	Gm24299	snoRNA
ENSMUSG00000088829	Gm25227	snoRNA
ENSMUSG00000088565	Gm23781	misc_RNA
ENSMUSG00000065551	Mir210	miRNA
ENSMUSG00000084751	Mir1894	miRNA
ENSMUSG00000064783	Gm22684	snoRNA
ENSMUSG00000096561	Gm24097	snRNA
ENSMUSG00000093128	Gm24369	miRNA
ENSMUSG00000089530	Gm25163	snRNA
ENSMUSG00000094411	Snord16a	snoRNA
ENSMUSG00000088064	Gm24478	snRNA
ENSMUSG00000087769	Gm23986	snRNA
ENSMUSG00000099127	AC124584.1	miRNA
ENSMUSG00000098288	mmu-mir-6900	miRNA
ENSMUSG00000099176	mmu-mir-6238	miRNA
ENSMUSG00000094720	n-R5s100	rRNA
ENSMUSG00000064788	Gm22683	snoRNA
ENSMUSG00000093211	Gm25250	miRNA
ENSMUSG00000064887	Gm24205	snRNA
ENSMUSG00000088060	Gm24475	snoRNA
ENSMUSG00000065820	Gm26316	snRNA
ENSMUSG00000088758	Gm24898	snRNA
ENSMUSG00000089371	Mir1938	miRNA
ENSMUSG00000065694	Gm25411	snRNA
ENSMUSG00000089267	Gm22890	snoRNA
ENSMUSG00000098833	mmu-mir-6349	miRNA
ENSMUSG00000099264	mmu-mir-6411	miRNA
ENSMUSG00000076127	Mir718	miRNA
ENSMUSG00000098473	mmu-mir-7083	miRNA
ENSMUSG00000064999	Gm26035	misc_RNA
ENSMUSG00000088266	Gm24782	snoRNA
ENSMUSG00000065476	Mir30b	miRNA
ENSMUSG00000098478	U7	snRNA
ENSMUSG00000088737	Gm23899	rRNA
ENSMUSG00000092920	Gm10872	misc_RNA
ENSMUSG00000098431	mmu-mir-7666	miRNA
